textID,text,selected_text,sentiment
ff3432f875," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",love,positive
d30cc968fe, Would be nice if he did,nice,positive
8a85f205e6,"OOOH,  i have a question for you all. DOES YOUR CHAIN HANG LOW?  idk! sorry!",! sorry,negative
b4e1d922fa,:  She`s going to beamer for the rest of high school. i`m so sad. there will be no more prn journal.,i`m so sad.,negative
993428440c,12:06am and my 'him' is officially the 1st one to say Happy Mother`s Day to me   I love it!!!,I love it!!!,positive
6ec8eb9348, Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!,Ohhhh! Ok!,positive
78099bff95,"And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!",saving,positive
66adab7336,watching freo on a sunday arvo is a good hobby,good hobby,positive
da3f12bc95,"  I read somewhere they were restoring the name, hope it happens soon",", hope",positive
e0cd486f0f,  - I always appreciate your 'musings.',I always appreciate,positive
f089085de5, Ah lol okay. Thanks,Thanks,positive
1e9e9dd031,The horoscopes website I use has all changed around  I like it!,like,positive
cacb9abafb, Hope you`ll be able to join us for future editions,Hope you`ll be able to join us for future editions,positive
58e3269ea4,So exhausted..can`t sleep. I don`t like these nights,So exhausted..can`t sleep.,negative
21671fec73,  awww for me I just think she`s tooo young or just not ready for it - tis painful to watch her so upset,- tis painful to watch her so upset,negative
1a3c0fd5e1,I would appreciate it if you would. I am a big Tim Kaul fan ya know,appreciate,positive
25cf98f210,Not feeling comfortable with myself today,Not feeling comfortable,negative
6dd06470ce, Thanks for the morning laugh. You are just too funny,Thanks,positive
7c5ecbea34, Hahaha I miss Bradddd and all of the guys and KEITH.,a I miss,negative
da21150cca,Blocked the acct for one of my most hated sports teams. That felt really good.,That felt really good.,positive
fb0373bd97, Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,Fail.,negative
527707dc25," thank you, god bless im going to eaat my in in out","thank you, god bless im going to eaat my in in out",positive
a540dbe145, I miss you too!!   And don`t say 'damn'!!!  lol,I miss you too!,negative
625eed2c1f,Maybe I`m lacking in Friday feeling cos more of my trousers won`t go on  Thunder thighs!,I`m lacking in Friday feeling cos more of my trousers won`t go on  Thunder thighs!,negative
879c08e943,"I`m a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement","cool,",positive
60da5f7f30," ROFLMFAO!!!! You love us better, don`t you!",love,positive
da8fa808d3, http://twitpic.com/2sw4v - i love BOTH your hairsss,i love BOTH your hairsss,positive
20066d915a,  Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother`s Day gift.,Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother`s Day gift.,positive
d4b57fb606,_y_Tony and didn`t bring me any????  You suck,You suck,negative
f6c5e072be,  thanks,thanks,positive
70581b1ef7,"Goodnight. Actually, great night. Seeing Daniel tomorrow!","Goodnight. Actually, great night.",positive
7ed19d9afd,"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!",slippy floor,negative
3e3236c26f,"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally",yay!,positive
ba2e7a1ac1," I don`t use it, but I heard that PowerShell is nice",nice,positive
3491ed5249," Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day",cute,positive
97f1a30e59,hates continually getting sick whenever he has exams,hates continually getting sick,negative
2702dbee20,@_anniemay OMG No fair,OMG No fair,negative
89b6e4feb0,I`m feeling so frustrated...I just can`t get things to work!!,I`m feeling so frustrated..,negative
1a7b921e43,My dreams have been crushed...Spock does not like the ladies.,crushed..,negative
fd570efa13, oh haha thanks again! that`s something new!,oh haha thanks again!,positive
661dc9a0a1,This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me & 1 held up a knife  scum!,I hate driving,negative
fb61226c5e,"Getting Emilie in half an hour, should get up.... Have a nice day all! Talk later I hope",Have a nice day all! Talk later I hope,positive
f0b7a05584," Thanks for the heads up, Ethan. Watching it now",Thanks,positive
116b4f70b8," Very. I`m ill and attempting to remember lots, and nothing is going in.",ill,negative
515216acff, awww Mary I wish I could come but I`m going away 2morrow,I wish,positive
7a21335f47,Wonders if I`m d only 1 dat n church sumtime nt knowng certain sungs. Seems like erbdy knows it but u? Quickly feel bad cnt sing along .,bad,negative
6d7b5d3ca5," bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had","bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had",positive
f347fa88f9,On twikini while enjoying the sun,enjoying,positive
4ec73afa55,Pissing annoying date stamp on all my pictures. Wish I`d remembered to turn it off.,annoying,negative
177c67cad4,there`s nothing worse than getting a text about a dog that was abandoned in your town,nothing worse,negative
11fff26b21,"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!",Good thing,positive
f2240006f4,Thanks  for shoutin out my mom today  She also says thanks!,Thanks,positive
b7e1050ac3,time for bed.....got some learning to do tomorrow with an early start  night night good people ****,good,positive
ca4ccf17b6,_Tarrant nice! It`s mommas day,nice!,positive
f0430ad644,My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,negative
9260a8a52c,"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour","Brilliant day today,",positive
8c77973d8b, I couldn`t find any extendable ones.,couldn`t find,negative
5b7d384722,"we finally got our graduation gear today, i`m so excited. can you believe it? just 41 days left! aaah  and the sweater is so cozy",excited.,positive
a4bb6136b2, Sorry but there is no parking space. And I just realized I didn`t delete one sentence doing copy&paste in that email,Sorry,negative
126b1e6a22," --of them kinda turns me off of it all.  And then I buy more of them and dig a deeper hole, etc. ;;",kinda turns me off,negative
180cff03d2,listening to Lily Allen`s last album - it`s quite good,quite good,positive
6d24c2c3c6, awww. If I coukd send it from my phone I would. What kind of flair would you like?,awww.,negative
7064b9368a,"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private `Vote`","Truth is better served, not by transparency --  but by the opaqueness of private `Vote`",positive
0b9b43d4a6," I didn`t like the new Terminator movie, man",I didn`t like,negative
1145237e9e,Shame I`ve gotto go to work,Shame,negative
1f17158849,Evermore & End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,injured,negative
c3dfe45c8e, some great stuff on website today,some great stuff,positive
f47f6473e5,Little one`s cast is taking a beating. It is starting to show some wear and tear and it has been on less than a week. She is too active!,active!,positive
b732365aec,"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek","Still unbelievably shocked about the firing of THE best radio personality,",negative
b09aab17c1,Watching Oceans 11 in Vegas - seems so appropriate,seems so appropriate,positive
0cd4dcb3eb," haha it`s ok. i really don`t like getting to other businesses so its Ok,",i really don`t like getting to other businesses,negative
b10af71d3a,watching merlin omg he is cute,omg he is cute,positive
589aae6fa5, People from England can watch this one  Thankyou,Thankyou,positive
a77c6a697c, My sister is graduating too & I can`t afford to buy here anything,& I can`t afford to buy here anything,negative
2f8838a823,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",Too useless,negative
ae0135244f, why go winchester when my sister doesnt go there any more!   bad times.. x,bad times.,negative
8d49772ab0,"I love the start to a fresh new week, `tis when I am motivated most","I love the start to a fresh new week, `tis when I am motivated most",positive
86a15f8697," that`s cool. Well if you need any more help regarding that, Google is your friend. Plenty of info on that!",that`s cool.,positive
b7d9ae9072, Thanks lady!!,Thanks lady!!,positive
bba0a54091,no school today! that`s greeeeeat!,greeeeeat!,positive
d1a3de2cf6," have a great night, it was so nice meeting you last night! You are a sweetheart!  xoxoxo bye for now.",great,positive
c2918e50b1,just got back from greenlake.  it was such a nice day today!,nice,positive
f828209cc9,Sometimes people never learn to shut up and stop talking ****,Sometimes people never learn to shut up and stop talking ****,negative
037b860d80,"Has just finished uploading my latest chap  Finally! Now, off to watch the new HappySlip vid :3",Finally!,positive
254ea17a84,dont get to see my boys tomorroww.im sad,im sad,negative
26cf2fce7d,Have a fantastic opening flower drummers!! From the ALL Asian cast and crew,Have a fantastic opening,positive
6349193073, ME! oh wait wrong state,oh wait wrong state,negative
bd292503c3,_newman i just called and it`s sold out.  bummer. next time!,.  bummer. ne,negative
6faa09a54a,Feeling so low and depressed that I`m not on holiday,depressed,negative
451c75d5fe, Just read that message about u being at Stephanie`s in Greensboro.....love it! I miss my home!,miss,negative
ebe56c3fab, You don`t reply to none of your fans ... I don`t know what trust,You don`t reply to none of your fans ... I don`t know what trust,negative
d4fdca51c7, Rude.,Rude.,negative
c0d81f0f35, I wish we could make a quick trip to LA in July  I miss LA,I miss,negative
687037af5c, ooops! the last link is the same as the first! sry my mistake,ooops!,negative
c417677c22, That sucks! I`m going to be doing summer school.  Need to catch up on several units,That sucks!,negative
77b050d123, dude!!! wtf!! I text you this morning so that you can take care of me! so uncool..... it`s confirmed... you hate me,you hate me,negative
d95d87d5bf,_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?,Why did i fail english,negative
a56e55c706,Braxton was up at 2:30 untill 4am and now he won`t sleep more than 15 minutes at a time! It`s hard to be a mom on days like this!,hard to be a mom on,negative
b2a94bb689,Had a nice dinner with mom! I`ve started the chicken rolls. They are going to cook overnight. The rest I`ll do tomorrow.,Had a nice dinner with mom!,positive
